40.71012, -74.01636, 40.7128, -70.9
40.71012, -74.01636, 40, -74.01636
40, -74.01636, 40, -70.9
40, -70.9, 40.7128, -70.9
40.6, -73.8, 40.1, -73.8
40.6, -73.8, 40.6, -73.5
40.6, -73.5, 40.1, -73.5
40.1, -73.8, 40.1, -73.5
40.6, -73.1, 40.1, -73.1
40.6, -73.1, 40.4, -73.3
40.1, -73.3, 40.1, -72.9
40.6, -72.7, 40.6, -72.4
40.6, -72.4, 40.1, -72.4
40.1, -72.7, 40.1, -72.4
40.35, -72.7, 40.35, -72.4
40.6, -72.2, 40.6, -71.9
40.6, -71.9, 40.1, -71.9
40.1, -72.2, 40.1, -71.9
40.35, -72.2, 40.35, -71.9
40.6, -71.3, 40.1, -71.3
40.6, -71.6, 40.35, -71.6
40.35, -71.6.2, 40.35, -71.3
39.8, -72.4, 39.2, -72.4
39.2, -72.4, 39.4, -72.6
39.2, -72.4, 39.4, -72.2
